Sample.ID,Chinook.c.ul,Chinook.c.uL.lower,Chinook.c.uL.upper,Chinook.c.well,Chinook.c.well.lower,Chinook.c.well.upper,C.shasta.c.uL,C.shasta.c.uL.lower,C.shasta.c.uL.upper,C.shasta.c.well,C.shasta.c.well.lower,C.shasta.c.well.upper,Accepted.Droplets,Velocity.0.8,Velocity.0.6,Velocity.0.2,Point.Depth,Volume..ml.,Distance.Left.Bank.ft.,Distance.From.Shore,Site,Type,Q.cfs,Q.L.s,Q.,SubQ..L.s.,JulDay,Elution.volum..uL.,DistanceFromShore.m,Distance.Left.Bank.m,Width.Interval,Width.Interval.Round.m,Chinook.vol.cor.conc,C.shasta.vol.cor.conc,SiteN,Meters,V.M.,D.M.,DistanceFromShore.m.z,D.M..z,V.M..z,Chinook.vol.cor.conc.z,D.thal.m,Type01
KMN_G_04,5.69,4.54,7.01,114,90.8,140.2,1110,1088,1132,22195,21760,22640,17003,2.810546667,3.251506667,2.44308,0,1200,90.551184,25.590552,KMN,G,1629.468228,46141.32593,4.451769972,2054.105692,110,100,7.80000025,27.60000088,2.20000007,2.2,9.12E+08,1.78E+11,5,263183,0.991059232,0,7.80000025,-0.843548645,0.289804863,0.646879623,21.2,0
KMN_G_05,1.88,1.18,2.81,37.6,23.6,56.2,311,300,322,6227,6000,6440,13152,2.957533333,3.10452,2.2226,0,950,83.333336,32.8084,KMN,G,1629.468228,46141.32593,3.57544124,1649.755996,110,100,10.00000032,25.40000081,1.60000005,1.6,238133333.3,39437666667,5,263183,0.946257696,0,10.00000032,-0.843548645,0.182645088,-0.549698954,19,0
KMN_G_06,3.89,2.9,5.09,77.8,58,101.8,896,876,916,17920,17520,18320,14840,3.325,3.76596,2.296093333,0,1020,78.083992,38.057744,KMN,G,1629.468228,46141.32593,4.003582477,1847.30604,110,100,11.60000037,23.80000076,2.80000009,2.8,529040000,1.22E+11,5,263183,1.147864608,0,11.60000037,-0.843548645,0.664864074,-0.033138776,17.4,0
KMN_G_07,4.85,3.75,6.14,97,75,122.8,932,912,953,18644,18240,19060,15560,3.251506667,3.839453333,3.471986667,0,960,68.89764,47.244096,KMN,G,1629.468228,46141.32593,8.225270241,3795.248751,110,100,14.40000046,21.00000067,2.50000008,2.5,620800000,1.19E+11,5,263183,1.170265376,0,14.40000046,-0.843548645,0.718443962,0.129798575,14.6,0
KMN_G_08,1.56,0.97,2.35,31.2,19.4,47,284,274,294,5682,5480,5880,15087,4.059933333,4.4274,3.10452,0,960,60.69554,55.446196,KMN,G,1629.468228,46141.32593,9.360029427,4318.841685,110,100,16.90000054,18.50000059,1.40000004,1.4,199680000,36364800000,5,263183,1.34947152,0,16.90000054,-0.843548645,1.147083061,-0.61798017,12.1,0
KMN_G_09,5.39,4.18,6.82,108,83.6,136.4,896,876,917,17922,17520,18340,14207,4.133426667,4.133426667,3.618973333,0,1040,56.102364,56.102364,KMN,G,1629.468228,46141.32593,5.359635544,2473.006905,110,100,17.10000055,17.10000055,1.50000005,1.5,748800000,1.24E+11,5,263183,1.259868448,0,17.10000055,-0.843548645,0.932763511,0.357086948,10.7,0
KMN_G_10,3.84,2.89,4.97,76.7,57.8,99.4,888,869,908,17765,17380,18160,16285,4.20692,4.574386667,3.325,0,900,51.181104,51.181104,KMN,G,1629.468228,46141.32593,7.322158996,3378.541247,110,100,15.6000005,15.6000005,2.00000006,2,460200000,1.07E+11,5,263183,1.394273056,0,15.6000005,-0.843548645,1.254242836,-0.155377304,9.2,0
KMN_G_11,4.5,3.45,5.74,90,69,114.8,934,914,955,18689,18280,19100,15709,4.059933333,4.4274,3.325,0,1040,44.619424,44.619424,KMN,G,1629.468228,46141.32593,9.627458839,4442.237162,110,100,13.60000044,13.60000044,1.70000006,1.7,6.24E+08,1.30E+11,5,263183,1.34947152,0,13.60000044,-0.843548645,1.147083061,0.135480785,7.2,0
KMN_G_12,2.38,1.64,3.33,47.7,32.8,66.6,387,375,398,7731,7500,7960,15308,3.839453333,4.133426667,4.500893333,0,1075,39.041996,39.041996,KMN,G,1629.468228,46141.32593,8.347382688,3851.593053,110,100,11.90000038,11.90000038,1.80000006,1.8,341850000,55405500000,5,263183,1.259868448,0,11.90000038,-0.843548645,0.932763511,-0.365530264,5.5,0
KMN_G_13,3.35,2.43,4.47,66.9,48.6,89.4,686,670,703,13725,13400,14060,14791,3.398493333,3.839453333,4.280413333,0,1275,33.136484,33.136484,KMN,G,1629.468228,46141.32593,8.488107824,3916.525496,110,100,10.10000032,10.10000032,1.500000045,1.5,568650000,1.17E+11,5,263183,1.170265376,0,10.10000032,-0.843548645,0.718443962,0.037196321,3.7,0
KMN_G_14,2.13,1.46,2.97,42.5,29.2,59.4,431,420,443,8625,8400,8860,17162,2.516573333,3.618973333,4.574386667,0,1040,28.215224,28.215224,KMN,G,1629.468228,46141.32593,7.432325289,3429.373436,110,100,8.600000275,8.600000275,2.20000007,2.2,294666666.7,5.98E+10,5,263183,1.103063072,0,8.600000275,-0.843548645,0.5577043,-0.449313257,2.2,0
KMN_G_15,1.77,1.17,2.54,35.4,23.4,50.8,488,476,501,9761,9520,10020,17296,2.44308,3.178013333,4.20692,0,1000,20.997376,20.997376,KMN,G,1629.468228,46141.32593,10.69870327,4936.523546,110,100,6.400000205,6.400000205,2.400000077,2.4,2.36E+08,65073333333,5,263183,0.968658464,0,6.400000205,-0.843548645,0.236224975,-0.553487094,0,0
KMN_G_16,0.745,0.355,1.35,14.9,7.1,27,448,435,461,8964,8700,9220,14211,2.369586667,2.590066667,2.369586667,0,1100,13.12336,13.12336,KMN,G,1629.468228,46141.32593,9.011432524,4157.994452,110,100,4.000000128,4.000000128,2.000000064,2,109266666.7,6.57E+10,5,263183,0.78945232,0,4.000000128,-0.843548645,-0.192414123,-0.778526258,2.4,0
KMN_G_17,4.64,3.58,5.89,92.8,71.6,117.8,887,868,907,17743,17360,18140,16000,0,0,0,0,1220,6.56168,6.56168,KMN,G,1629.468228,46141.32593,0,0,110,100,2.000000064,2.000000064,2.000000064,2,754773333.3,1.44E+11,5,263183,0,0,2.000000064,-0.843548645,-2.080687167,0.367693739,4.4,0
KMN_P_02,2.67,1.88,3.66,53.5,37.6,73.2,657,641,673,13136,12820,13460,15416,2.2226,2.823909091,2.823909091,0.7,800,108.26772,7.874016,KMN,P,1629.468228,46141.32593,1.773962602,818.5298661,110,100,2.400000077,33.00000106,2.00000007,2,285333333.3,70058666667,5,263183,0.860727491,0.21336,2.400000077,-0.395372174,-0.021932663,-0.465886367,26.6,1
KMN_P_03,2.6,1.84,3.55,52,36.8,71,618,603,633,12353,12060,12660,16308,2.2226,2.88404,2.810546667,1.2,810,101.70604,14.435696,KMN,P,1629.468228,46141.32593,2.32273907,1071.742605,110,100,4.400000141,31.00000099,3.40000011,3.4,280800000,66706200000,5,263183,0.879055392,0.36576,4.400000141,-0.075246123,0.021905426,-0.473936164,24.6,1
KMN_P_04,3.27,2.4,4.34,65.5,48,86.8,900,880,920,17998,17600,18400,15837,2.810546667,3.251506667,2.44308,1.2,875,90.551184,25.590552,KMN,P,1629.468228,46141.32593,4.451769972,2054.105692,110,100,7.80000025,27.60000088,2.20000007,2.2,382083333.3,1.05E+11,5,263183,0.991059232,0.36576,7.80000025,-0.075246123,0.289804863,-0.29408832,21.2,1
KMN_P_05,1.58,0.993,2.35,31.5,19.86,47,858,840,878,17170,16800,17560,15681,2.957533333,3.10452,2.2226,1.8,860,83.333336,32.8084,KMN,P,1629.468228,46141.32593,3.57544124,1649.755996,110,100,10.00000032,25.40000081,1.60000005,1.6,180600000,98441333333,5,263183,0.946257696,0.54864,10.00000032,0.308905138,0.182645088,-0.651860343,19,1
KMN_P_06,1.05,0.588,1.7,20.9,11.76,34,493,480,507,9866,9600,10140,15735,3.325,3.76596,2.296093333,1.8,825,78.083992,38.057744,KMN,P,1629.468228,46141.32593,4.003582477,1847.30604,110,100,11.60000037,23.80000076,2.80000009,2.8,114950000,5.43E+10,5,263183,1.147864608,0.54864,11.60000037,0.308905138,0.664864074,-0.768434418,17.4,1
KMN_P_07,1.45,0.889,2.21,29,17.78,44.2,233,224,241,4656,4480,4820,15436,3.251506667,3.839453333,3.471986667,2.4,835,68.89764,47.244096,KMN,P,1629.468228,46141.32593,8.225270241,3795.248751,110,100,14.40000046,21.00000067,2.50000008,2.5,161433333.3,25918400000,5,263183,1.170265376,0.73152,14.40000046,0.693056399,0.718443962,-0.685894409,14.6,1
KMN_P_08,1.44,0.881,2.19,28.7,17.62,43.8,367,356,378,7332,7120,7560,15582,4.059933333,4.4274,3.10452,2.4,840,60.69554,55.446196,KMN,P,1629.468228,46141.32593,9.360029427,4318.841685,110,100,16.90000054,18.50000059,1.40000004,1.4,160720000,41059200000,5,263183,1.34947152,0.73152,16.90000054,0.693056399,1.147083061,-0.687161068,12.1,1
KMN_P_09,1.53,0.941,2.34,30.7,18.82,46.8,374,362,385,7474,7240,7700,14577,4.133426667,4.133426667,3.618973333,3,840,56.102364,56.102364,KMN,P,1629.468228,46141.32593,5.359635544,2473.006905,110,100,17.10000055,17.10000055,1.50000005,1.5,171920000,41854400000,5,263183,1.259868448,0.9144,17.10000055,1.07720766,0.932763511,-0.667273335,10.7,1
KMN_P_10,1.68,1.03,2.55,33.5,20.6,51,423,410,436,8451,8200,8720,13342,4.20692,4.574386667,3.325,3,900,51.181104,51.181104,KMN,P,1629.468228,46141.32593,7.322158996,3378.541247,110,100,15.6000005,15.6000005,2.00000006,2,2.01E+08,5.07E+10,5,263183,1.394273056,0.9144,15.6000005,1.07720766,1.254242836,-0.615636258,9.2,1
KMN_P_11,0.849,0.423,1.5,17,8.46,30,447,434,460,8939,8680,9200,13858,4.059933333,4.4274,3.325,3,780,44.619424,44.619424,KMN,P,1629.468228,46141.32593,9.627458839,4442.237162,110,100,13.60000044,13.60000044,1.70000006,1.7,88400000,46482800000,5,263183,1.34947152,0.9144,13.60000044,1.07720766,1.147083061,-0.815578998,7.2,1
KMN_P_12,1.6,0.951,2.49,32,19.02,49.8,385,372,398,7695,7440,7960,12526,3.839453333,4.133426667,4.500893333,3.6,800,39.041996,39.041996,KMN,P,1629.468228,46141.32593,8.347382688,3851.593053,110,100,11.90000038,11.90000038,1.80000006,1.8,170666666.7,4.10E+10,5,263183,1.259868448,1.09728,11.90000038,1.461358921,0.932763511,-0.669498867,5.5,1
KMN_P_13,2.15,1.43,3.1,43.1,28.6,62,951,929,973,19015,18580,19460,14212,3.398493333,3.839453333,4.280413333,3.6,1250,33.136484,33.136484,KMN,P,1629.468228,46141.32593,8.488107824,3916.525496,110,100,10.10000032,10.10000032,1.500000045,1.5,359166666.7,1.58E+11,5,263183,1.170265376,1.09728,10.10000032,1.461358921,0.718443962,-0.334781225,3.7,1
KMN_P_14,1.11,0.623,1.8,22.2,12.46,36,594,578,609,11870,11560,12180,14839,2.516573333,3.618973333,4.574386667,4.2,800,28.215224,28.215224,KMN,P,1629.468228,46141.32593,7.432325289,3429.373436,110,100,8.600000275,8.600000275,2.20000007,2.2,118400000,63306666667,5,263183,1.103063072,1.28016,8.600000275,1.845510182,0.5577043,-0.762308286,2.2,1
KMN_P_15,1.24,0.697,2.02,24.8,13.94,40.4,599,583,615,11979,11660,12300,13267,2.44308,3.178013333,4.20692,4.8,770,20.997376,20.997376,KMN,P,1629.468228,46141.32593,10.69870327,4936.523546,110,100,6.400000205,6.400000205,2.400000077,2.4,127306666.7,61492200000,5,263183,0.968658464,1.46304,6.400000205,2.229661443,0.236224975,-0.746492804,0,1
KMN_P_16,1.26,0.688,2.07,25.1,13.76,41.4,734,715,753,14676,14300,15060,12184,2.369586667,2.590066667,2.369586667,4.2,810,13.12336,13.12336,KMN,P,1629.468228,46141.32593,9.011432524,4157.994452,110,100,4.000000128,4.000000128,2.000000064,2,135540000,79250400000,5,263183,0.78945232,1.28016,4.000000128,1.845510182,-0.192414123,-0.731872952,2.4,1
SV_G_01,2.19,1.46,3.13,43.8,29.2,62.6,462.32,449.11,475.67,9246.4,8982.2,9513.4,14516,1.1202,1.193693333,1.267186667,0,1250,6.56168,6.56168,SV,G,2358.010072,66771.29961,2.369946309,1582.443951,112,100,2.000000064,2.000000064,2.000000064,2,3.65E+08,77053333333,6,238130,0.363837728,0,2.000000064,-0.843548645,-1.210431983,-0.324423031,27.1,0
SV_G_02,1.51,0.94,2.27,30.2,18.8,45.4,489.07,475.89,502.39,9781.3,9517.8,10047.8,15606,1.193693333,1.487666667,1.855133333,0,1150,19.356956,19.356956,SV,G,2358.010072,66771.29961,1.194402649,797.5181713,112,100,5.900000189,5.900000189,5.900000189,5.9,231533333.3,74989966667,6,238130,0.4534408,0,5.900000189,-0.843548645,-0.996112433,-0.561418511,23.2,0
SV_G_03,1.71,1.08,2.55,34.2,21.6,51,536.67,522.18,551.34,10733.5,10443.6,11026.8,14461,1.34068,1.487666667,1.708146667,0,1240,24.278216,24.278216,SV,G,2358.010072,66771.29961,2.173564747,1451.317429,112,100,7.400000237,7.400000237,1.500000048,1.5,282720000,88730266667,6,238130,0.4534408,0,7.400000237,-0.843548645,-0.996112433,-0.470526838,21.7,0
SV_G_04,0.61,0.29,1.11,12.2,5.8,22.2,348.21,337.97,358.55,6964.3,6759.4,7171,17303,1.267186667,2.00212,2.44308,0,670,30.183728,30.183728,SV,G,2358.010072,66771.29961,2.601745226,1737.2191,112,100,9.200000294,9.200000294,1.800000057,1.8,54493333.33,31107206667,6,238130,0.610246176,0,9.200000294,-0.843548645,-0.621053222,-0.875786741,19.9,0
SV_G_05,0.65,0.31,1.19,13.1,6.2,23.8,460.48,448,473.1,9209.6,8960,9462,16178,1.56116,2.075613333,2.66356,0,900,36.417324,36.417324,SV,G,2358.010072,66771.29961,2.917671107,1948.166916,112,100,11.10000036,11.10000036,1.900000066,1.9,78600000,55257600000,6,238130,0.632646944,0,11.10000036,-0.843548645,-0.567473335,-0.832980764,18,0
SV_G_06,1.01,0.55,1.67,20.2,11,33.4,530.5,516.45,544.71,10609.9,10329,10894.2,15167,2.590066667,2.810546667,2.88404,0,780,41.0105,41.0105,SV,G,2358.010072,66771.29961,5.204718373,3475.258099,112,100,12.5000004,12.5000004,1.40000004,1.4,105040000,55171480000,6,238130,0.856654624,0,12.5000004,-0.843548645,-0.031674461,-0.78603151,16.6,0
SV_G_07,0.893691659,0.476,1.504,17.9,9.52,30.08,317,307,327,6345,6140,6540,15803,2.88404,3.178013333,3.839453333,0,850,48.228348,48.228348,SV,G,2358.010072,66771.29961,6.477865409,4325.354921,112,100,14.70000047,14.70000047,2.20000007,2.2,101433333.3,3.60E+10,6,238130,0.968658464,0,14.70000047,-0.843548645,0.236224975,-0.792435833,14.4,0
SV_G_08,0.707131684,0.337,1.281,14.1,6.74,25.62,274,264,283,5470,5280,5660,14978,2.88404,3.54548,4.133426667,0,900,55.446196,55.446196,SV,G,2358.010072,66771.29961,6.116966759,4084.378202,112,100,16.90000054,16.90000054,2.20000007,2.2,84600000,3.28E+10,6,238130,1.080662304,0,16.90000054,-0.843548645,0.504124412,-0.822326622,12.2,0
SV_G_09,1.69,1.05,2.54,33.8,21,50.8,483.78,469.94,497.79,9675.7,9398.8,9955.8,13949,2.66356,3.325,4.86836,0,900,62.007876,62.007876,SV,G,2358.010072,66771.29961,9.324085395,6225.812995,112,100,18.9000006,18.9000006,2.00000006,2,202800000,58054200000,6,238130,1.01346,0,18.9000006,-0.843548645,0.34338475,-0.612440016,10.2,0
SV_G_10,0.925924063,0.478,1.592,18.5,9.56,31.84,367,355,379,7336,7100,7580,13982,3.839453333,4.941853333,5.382813333,0,830,69.553808,66.601052,SV,G,2358.010072,66771.29961,7.364083739,4917.094417,112,100,20.30000065,21.20000068,2.30000008,2.3,102366666.7,40592533333,6,238130,1.506276896,0,20.30000065,-0.843548645,1.522142272,-0.790778522,7.9,0
SV_G_11,0.177446544,0.027,0.568,3.5,0.54,11.36,317,306,329,6349,6120,6580,13261,3.76596,5.08884,5.823773333,0,740,75.131236,61.023624,SV,G,2358.010072,66771.29961,8.839971072,5902.56357,112,100,18.6000006,22.90000073,1.70000005,1.7,17266666.67,31321733333,6,238130,1.551078432,0,18.6000006,-0.843548645,1.629302047,-0.941889776,6.2,0
SV_G_12,1,0.52,1.72,20,10.4,34.4,769.54,750.22,789.19,15390.8,15004.4,15783.8,12937,3.912946667,4.794866667,5.75028,0,1010,82.349084,53.805776,SV,G,2358.010072,66771.29961,7.749110624,5174.181872,112,100,16.40000052,25.1000008,2.20000007,2.2,134666666.7,1.04E+11,6,238130,1.46147536,0,16.40000052,-0.843548645,1.414982498,-0.733423722,4,0
SV_G_13,0.96287322,0.513,1.621,19.3,10.26,32.42,399,387,411,7971,7740,8220,14668,4.059933333,5.30932,6.338226667,0,950,88.910764,47.244096,SV,G,2358.010072,66771.29961,7.131534322,4761.818149,112,100,14.40000046,27.10000087,2.00000007,2,122233333.3,5.05E+10,6,238130,1.618280736,0,14.40000046,-0.843548645,1.790041709,-0.755501473,2,0
SV_G_14,1.69,1.03,2.57,33.7,20.6,51.4,340,329,352,6806,6580,7040,13273,4.133426667,5.162333333,6.044253333,0,950,95.472444,40.682416,SV,G,2358.010072,66771.29961,9.413625305,6285.599957,112,100,12.4000004,29.10000093,2.00000006,2,213433333.3,43104666667,6,238130,1.5734792,0,12.4000004,-0.843548645,1.682881934,-0.593558508,0,0
SV_G_15,2.62,1.84,3.59,52.4,36.8,71.8,370,359,381,7404,7180,7620,15728,4.133426667,5.162333333,6.044253333,0,900,102.690292,33.464568,SV,G,2358.010072,66771.29961,9.149604391,6109.309761,112,100,10.20000033,31.300001,2.20000007,2.2,314400000,4.44E+10,6,238130,1.5734792,0,10.20000033,-0.843548645,1.682881934,-0.414272966,2.2,0
SV_G_16,2.29,1.56,3.22,45.8,31.2,64.4,292,282,302,5845,5640,6040,15411,3.912946667,4.574386667,6.926173333,0,900,111.876644,24.278216,SV,G,2358.010072,66771.29961,7.160901286,4781.426852,112,100,7.400000237,34.10000109,2.80000009,2.8,274800000,3.51E+10,6,238130,1.394273056,0,7.400000237,-0.843548645,1.254242836,-0.484590306,5,0
SV_G_17,1.73,1.11,2.54,34.5,22.2,50.8,331,321,342,6623,6420,6840,15684,3.471986667,3.618973333,4.4274,0,870,123.0315,13.12336,SV,G,2358.010072,66771.29961,4.212294874,2812.604031,112,100,4.000000128,37.5000012,3.40000011,3.4,200100000,38413400000,6,238130,1.103063072,0,4.000000128,-0.843548645,0.5577043,-0.61723438,8.4,0
SV_G_18,0.25,0.06,0.65,4.9,1.2,13,608.47,592.75,624.41,12169.4,11855,12488.2,14373,3.471986667,3.618973333,4.4274,0,850,136.15486,0,SV,G,2358.010072,66771.29961,4.212294874,2812.604031,112,100,0,41.50000133,4.00000013,4,27766666.67,68959933333,6,238130,1.103063072,0,0,-0.843548645,0.5577043,-0.923245027,12.4,0
SV_P_01,6.2,5.03,7.55,124,100.6,151,305,296,315,6106,5920,6300,17871,1.1202,1.193693333,1.267186667,1.2,930,6.56168,6.56168,SV,P,2358.010072,66771.29961,0.597908413,399.2312178,112,100,2.000000064,2.000000064,2.000000064,2,768800000,37857200000,6,238130,0.363837728,0.36576,2.000000064,-0.075246123,-1.210431983,0.392600756,27.1,1
SV_P_02,3.51,2.64,4.54,70.1,52.8,90.8,323,313,333,6458,6260,6660,17810,1.193693333,1.487666667,1.855133333,1.8,910,19.356956,19.356956,SV,P,2358.010072,66771.29961,2.369946309,1582.443951,112,100,5.900000189,5.900000189,3.900000125,3.9,425273333.3,39178533333,6,238130,0.4534408,0.54864,5.900000189,0.308905138,-0.996112433,-0.217396251,23.2,1
SV_P_03,1.37,0.829,2.11,27.4,16.58,42.2,315,305,326,6304,6100,6520,15453,1.34068,1.487666667,1.708146667,2.4,840,24.278216,24.278216,SV,P,2358.010072,66771.29961,1.194402649,797.5181713,112,100,7.400000237,7.400000237,1.500000048,1.5,153440000,35302400000,6,238130,0.4534408,0.73152,7.400000237,0.693056399,-0.996112433,-0.700088094,21.7,1
SV_P_04,1.34,0.77,2.15,26.9,15.4,43,549.14,533.72,564.76,10982.7,10674.4,11295.2,13135,1.267186667,2.00212,2.44308,3,930,30.183728,30.183728,SV,P,2358.010072,66771.29961,2.173564747,1451.317429,112,100,9.200000294,9.200000294,1.800000057,1.8,166780000,68092740000,6,238130,0.610246176,0.9144,9.200000294,1.07720766,-0.621053222,-0.676400384,19.9,1
SV_P_05,2.8,2.01,3.78,56,40.2,75.6,278,269,287,5561,5380,5740,16395,1.56116,2.075613333,2.66356,3,930,36.417324,36.417324,SV,P,2358.010072,66771.29961,2.601745226,1737.2191,112,100,11.10000036,11.10000036,1.900000066,1.9,347200000,34478200000,6,238130,0.632646944,0.9144,11.10000036,1.07720766,-0.567473335,-0.35603032,18,1
SV_P_06,1.39,0.839,2.14,27.8,16.78,42.8,325,314,335,6494,6280,6700,15267,2.590066667,2.810546667,2.88404,3,900,41.0105,41.0105,SV,P,2358.010072,66771.29961,2.917671107,1948.166916,112,100,12.5000004,12.5000004,1.40000004,1.4,166800000,3.90E+10,6,238130,0.856654624,0.9144,12.5000004,1.07720766,-0.031674461,-0.67636487,16.6,1
SV_P_07,3.72,2.79,4.82,74.3,55.8,96.4,322,312,332,6436,6240,6640,16489,2.88404,3.178013333,3.839453333,3,950,48.228348,48.228348,SV,P,2358.010072,66771.29961,5.204718373,3475.258099,112,100,14.70000047,14.70000047,2.20000007,2.2,470566666.7,40761333333,6,238130,0.968658464,0.9144,14.70000047,1.07720766,0.236224975,-0.136969314,14.4,1
SV_P_08,0.53,0.19,1.15,10.6,3.8,23,555.04,538.19,572.14,11100.8,10763.8,11442.8,11127,2.88404,3.54548,4.133426667,3.6,880,55.446196,55.446196,SV,P,2358.010072,66771.29961,6.477865409,4325.354921,112,100,16.90000054,16.90000054,2.20000007,2.2,62186666.67,65124693333,6,238130,1.080662304,1.09728,16.90000054,1.461358921,0.504124412,-0.862125763,12.2,1
SV_P_09,1.27,0.68,2.14,25.4,13.6,42.8,1015.74,990.43,1041.61,20314.9,19808.6,20832.2,11135,2.66356,3.325,4.86836,3.6,950,62.007876,62.007876,SV,P,2358.010072,66771.29961,6.116966759,4084.378202,112,100,18.9000006,18.9000006,2.00000006,2,160866666.7,1.29E+11,6,238130,1.01346,1.09728,18.9000006,1.461358921,0.34338475,-0.686900633,10.2,1
SV_P_10,1.45,0.889,2.21,29,17.78,44.2,349,338,360,6984,6760,7200,15427,3.839453333,4.941853333,5.382813333,3.6,900,69.553808,66.601052,SV,P,2358.010072,66771.29961,9.324085395,6225.812995,112,100,20.30000065,21.20000068,2.30000008,2.3,1.74E+08,4.19E+10,6,238130,1.506276896,1.09728,20.30000065,1.461358921,1.522142272,-0.663579899,7.9,1
SV_P_11,1.5,0.977,2.19,30.1,19.54,43.8,325,316,335,6501,6320,6700,18793,3.76596,5.08884,5.823773333,3.6,890,75.131236,61.023624,SV,P,2358.010072,66771.29961,7.364083739,4917.094417,112,100,18.6000006,22.90000073,1.70000005,1.7,178593333.3,38572600000,6,238130,1.551078432,1.09728,18.6000006,1.461358921,1.629302047,-0.655423561,6.2,1
SV_P_12,0.79,0.38,1.43,15.8,7.6,28.6,709.62,691.67,727.85,14192.4,13833.4,14557,13448,3.912946667,4.794866667,5.75028,3.6,910,82.349084,53.805776,SV,P,2358.010072,66771.29961,8.839971072,5902.56357,112,100,16.40000052,25.1000008,2.20000007,2.2,95853333.33,86100560000,6,238130,1.46147536,1.09728,16.40000052,1.461358921,1.414982498,-0.802344186,4,1
SV_P_13,0.617,0.279,1.16,12.3,5.58,23.2,420,407,432,8392,8140,8640,15264,4.059933333,5.30932,6.338226667,3,930,88.910764,47.244096,SV,P,2358.010072,66771.29961,7.749110624,5174.181872,112,100,14.40000046,27.10000087,2.00000007,2,76260000,52030400000,6,238130,1.618280736,0.9144,14.40000046,1.07720766,1.790041709,-0.83713588,2,1
SV_P_14,1.22,0.647,2.05,24.3,12.94,41,332,320,344,6634,6400,6880,11624,4.133426667,5.162333333,6.044253333,3,860,95.472444,40.682416,SV,P,2358.010072,66771.29961,7.131534322,4761.818149,112,100,12.4000004,29.10000093,2.00000006,2,139320000,38034933333,6,238130,1.5734792,0.9144,12.4000004,1.07720766,1.682881934,-0.725160843,0,1
SV_P_15,2.41,1.7,3.31,48.3,34,66.2,570.75,556.88,584.77,11414.9,11137.6,11695.4,17074,4.133426667,5.162333333,6.044253333,3.6,840,102.690292,33.464568,SV,P,2358.010072,66771.29961,9.413625305,6285.599957,112,100,10.20000033,31.300001,2.20000007,2.2,270480000,63923440000,6,238130,1.5734792,1.09728,10.20000033,1.461358921,1.682881934,-0.492261289,2.2,1
SV_P_16,1.09,0.63,1.71,21.7,12.6,34.2,569.33,555.6,583.22,11386.6,11112,11664.4,17352,3.912946667,4.574386667,6.926173333,3,900,111.876644,24.278216,SV,P,2358.010072,66771.29961,9.149604391,6109.309761,112,100,7.400000237,34.10000109,2.80000009,2.8,130200000,68319600000,6,238130,1.394273056,0.9144,7.400000237,1.07720766,1.254242836,-0.741355139,5,1
SV_P_17,1.71,1.1,2.51,34.1,22,50.2,356,345,367,7123,6900,7340,15865,3.471986667,3.618973333,4.4274,2.4,850,123.0315,13.12336,SV,P,2358.010072,66771.29961,7.160901286,4781.426852,112,100,4.000000128,37.5000012,3.40000011,3.4,193233333.3,40363666667,6,238130,1.103063072,0.73152,4.000000128,0.693056399,0.5577043,-0.629427454,8.4,1
TOH_G_02,1.28,0.762,2,25.6,15.24,40,92.1,86.9,97.4,1842,1738,1948,15617,0,0,0,0,1040,6.56168,6.56168,TOH,G,1298.397972,36766.4757,0,0,108,100,2.000000064,2.000000064,2.000000064,2,177493333.3,12771200000,3,212602,0,0,2.000000064,-0.843548645,-2.080687167,-0.657376821,20,0
TOH_G_03,2.46,1.72,3.38,49.1,34.4,67.6,178,171,186,3565,3420,3720,16297,2.590066667,2.7049,2.590066667,0,950,13.12336,13.12336,TOH,G,1298.397972,36766.4757,1.605542104,590.3012475,108,100,4.000000128,4.000000128,2.000000064,2,310966666.7,22578333333,3,212602,0.82445352,0,4.000000128,-0.843548645,-0.108695549,-0.420369503,18,0
TOH_G_04,3.08,2.25,4.08,61.6,45,81.6,145,139,152,2905,2780,3040,16834,3.041525714,4.059933333,2.810546667,0,975,19.68504,19.68504,TOH,G,1298.397972,36766.4757,3.000909033,1103.32849,108,100,6.000000192,6.000000192,2.000000064,2,400400000,18882500000,3,212602,1.23746768,0,6.000000192,-0.843548645,0.879183624,-0.261563591,16,0
TOH_G_05,4.62,3.53,5.92,92.4,70.6,118.4,256,247,266,5126,4940,5320,14798,3.031026667,3.178013333,3.692466667,0,1240,26.24672,26.24672,TOH,G,1298.397972,36766.4757,3.965977765,1458.150251,108,100,8.000000256,8.000000256,2.000000064,2,763840000,42374933333,3,212602,0.968658464,0,8.000000256,-0.843548645,0.236224975,0.383793332,14,0
TOH_G_06,3.25,2.31,4.42,65,46.2,88.4,139,132,146,2782,2640,2920,13417,2.516573333,2.957533333,4.574386667,0,1000,32.8084,32.8084,TOH,G,1298.397972,36766.4757,4.929616355,1812.446199,108,100,10.00000032,10.00000032,2.000000064,2,433333333.3,18546666667,3,212602,0.90145616,0,10.00000032,-0.843548645,0.075485313,-0.203084187,12,0
TOH_G_07,4.25,3.2,5.52,85.1,64,110.4,367,356,379,7347,7120,7580,14404,2.2226,2.957533333,5.08884,0,1025,39.37008,39.37008,TOH,G,1298.397972,36766.4757,5.848714559,2150.366217,108,100,12.00000038,12.00000038,2.00000006,2,581516666.7,50204500000,3,212602,0.90145616,0,12.00000038,-0.843548645,0.075485313,0.060043537,10,0
