Sample.ID,Chinook.c.ul,Chinook.c.uL.lower,Chinook.c.uL.upper,Chinook.c.well,Chinook.c.well.lower,Chinook.c.well.upper,C.shasta.c.uL,C.shasta.c.uL.lower,C.shasta.c.uL.upper,C.shasta.c.well,C.shasta.c.well.lower,C.shasta.c.well.upper,Accepted.Droplets,Velocity.0.8,Velocity.0.6,Velocity.0.2,Point.Depth,Volume..ml.,Distance.Left.Bank.ft.,Distance.From.Shore,Site,Type,Q.cfs,Q.L.s,Q.,SubQ..L.s.,JulDay,Elution.volum..uL.,DistanceFromShore.m,Distance.Left.Bank.m,Width.Interval,Width.Interval.Round.m,Chinook.vol.cor.conc,C.shasta.vol.cor.conc,SiteN,Meters,V.M.,D.M.,DistanceFromShore.m.z,D.M..z,V.M..z,Chinook.vol.cor.conc.z,D.thal.m,Type01
TOH_G_08,5.06,3.95,6.35,101,79,127,483,470,496,9664,9400,9920,16089,2.957533333,3.618973333,3.98644,0,950,45.93176,45.93176,TOH,G,1298.397972,36766.4757,6.271194963,2305.697372,108,100,14.00000045,14.00000045,2.00000007,2,639666666.7,61205333333,3,212602,1.103063072,0,14.00000045,-0.843548645,0.5577043,0.163299934,8,0
TOH_G_09,4.52,3.47,5.76,90.4,69.4,115.2,473,460,486,9455,9200,9720,15654,2.957533333,3.76596,4.679377143,0,1020,52.49344,52.49344,TOH,G,1298.397972,36766.4757,7.665832333,2818.456382,108,100,16.00000051,16.00000051,2.00000006,2,614720000,6.43E+10,3,212602,1.147864608,0,16.00000051,-0.843548645,0.664864074,0.119002378,6,0
TOH_G_10,3.54,2.68,4.57,70.8,53.6,91.4,620,606,634,12396,12120,12680,17972,2.737053333,4.280413333,4.64788,0,1075,59.05512,59.05512,TOH,G,1298.397972,36766.4757,7.454082143,2740.6033,108,100,18.00000058,18.00000058,2.00000007,2,507400000,8.88E+10,3,212602,1.304669984,0,18.00000058,-0.843548645,1.039923286,-0.071564717,4,0
TOH_G_11,3.31,2.38,4.44,66.1,47.6,88.8,450,437,463,8993,8740,9260,14255,3.031026667,3.912946667,4.794866667,0,1050,65.6168,52.49344,TOH,G,1298.397972,36766.4757,9.491883174,3489.830921,108,100,16.00000051,20.00000064,2.00000006,2,462700000,6.30E+10,3,212602,1.192666144,0,16.00000051,-0.843548645,0.772023849,-0.150938078,2,0
TOH_G_12,7.3,5.9,8.9,146,118,178,880,860,900,17605,17200,18000,14877,4.353906667,5.823773333,5.382813333,0,1050,72.17848,45.93176,TOH,G,1298.397972,36766.4757,13.50863891,4966.650442,108,100,14.00000045,22.0000007,2.00000006,2,1.02E+09,1.23E+11,3,212602,1.775086112,0,14.00000045,-0.843548645,2.16510092,0.842205568,0,0
TOH_G_13,0.65,0.3,1.22,13.1,6,24.4,127.54,121.05,134.06,2550.7,2421,2681.2,14396,2.296093333,3.325,4.280413333,0,1100,78.74016,39.37008,TOH,G,1298.397972,36766.4757,8.522412643,3133.390773,108,100,12.00000038,24.00000077,2.00000007,2,96066666.67,18705133333,3,212602,1.01346,0,12.00000038,-0.843548645,0.34338475,-0.801965372,2,0
TOH_G_14,1.86,1.2,2.73,37.1,24,54.6,1206.53,1181.27,1232.36,24130.7,23625.4,24647.2,14579,3.692466667,4.20692,4.679377143,0,1040,85.30184,32.8084,TOH,G,1298.397972,36766.4757,11.45196534,4210.484054,108,100,10.00000032,26.00000083,2.00000006,2,257226666.7,1.67E+11,3,212602,1.282269216,0,10.00000032,-0.843548645,0.986343399,-0.515795106,4,0
TOH_G_15,3.31,2.36,4.48,66.1,47.2,89.6,670.75,653.51,688.25,13415,13070.2,13765,13545,2.66356,3.419491429,4.941853333,0,1000,91.86352,26.24672,TOH,G,1298.397972,36766.4757,10.21961761,3757.393225,108,100,8.000000256,28.0000009,2.00000007,2,440666666.7,89433333333,3,212602,1.042260988,0,8.000000256,-0.843548645,0.412273177,-0.190062457,6,0
TOH_G_16,4.39,3.35,5.62,87.8,67,112.4,782,764,800,15636,15280,16000,15570,2.159605714,3.573929032,3.10452,0,940,98.4252,19.68504,TOH,G,1298.397972,36766.4757,4.547643628,1672.008289,108,100,6.000000192,30.00000096,2.00000006,2,550213333.3,97985600000,3,212602,1.089333569,0,6.000000192,-0.843548645,0.524865014,0.004458508,8,0
TOH_G_17,6.32,5,7.86,126,100,157.2,1198,1173,1224,23966,23460,24480,14184,0.45876,0.67924,0.973213333,0,1100,104.98688,13.12336,TOH,G,1298.397972,36766.4757,1.51596944,557.3685358,108,100,4.000000128,32.00000102,2.00000006,2,9.24E+08,1.76E+11,3,212602,0.207032352,0,4.000000128,-0.843548645,-1.585491194,0.668187907,10,0
TOH_G_18,7.2,5.7,8.95,144,114,179,1837,1798,1878,36746,35960,37560,12451,0,0,0,0,1050,111.54856,6.56168,TOH,G,1298.397972,36766.4757,0,0,108,100,2.000000064,34.00000109,2.00000007,2,1.01E+09,2.57E+11,3,212602,0,0,2.000000064,-0.843548645,-2.080687167,0.817345902,12,0
TOH_G_19,4.67,3.55,6.01,93.4,71,120.2,748,730,766,14957,14600,15320,14134,0,0,0,0,850,118.11024,0,TOH,G,1298.397972,36766.4757,0,0,108,100,0,36.00000115,2.00000006,2,529266666.7,84756333333,3,212602,0,0,0,-0.843548645,-2.080687167,-0.032736287,14,0
TOH_P_03,4.26,3.22,5.51,85.3,64.4,110.2,178,171,186,3566,3420,3720,14924,2.590066667,2.7049,2.590066667,0.7,900,13.12336,13.12336,TOH,P,1298.397972,36766.4757,1.605542104,590.3012475,108,100,4.000000128,4.000000128,4.000000128,4,511800000,2.14E+10,3,212602,0.82445352,0.21336,4.000000128,-0.395372174,-0.108695549,-0.063751679,18,1
TOH_P_04,5.23,3.96,6.74,105,79.2,134.8,281,270,292,5618,5400,5840,12411,3.041525714,4.059933333,2.810546667,1.2,925,19.68504,19.68504,TOH,P,1298.397972,36766.4757,3.000909033,1103.32849,108,100,6.000000192,6.000000192,2.000000064,2,647500000,34644333333,3,212602,1.23746768,0.36576,6.000000192,-0.075246123,0.879183624,0.177209509,16,1
TOH_P_05,2.84,1.97,3.92,56.7,39.4,78.4,364,352,376,7281,7040,7520,13710,3.031026667,3.178013333,3.692466667,1.2,940,26.24672,26.24672,TOH,P,1298.397972,36766.4757,3.965977765,1458.150251,108,100,8.000000256,8.000000256,2.000000064,2,355320000,45627600000,3,212602,0.968658464,0.36576,8.000000256,-0.075246123,0.236224975,-0.341611714,14,1
TOH_P_06,3.3,2.36,4.45,65.9,47.2,89,218,209,227,4353,4180,4540,13942,2.516573333,2.957533333,4.574386667,1.8,825,32.8084,32.8084,TOH,P,1298.397972,36766.4757,4.929616355,1812.446199,108,100,10.00000032,10.00000032,2.000000064,2,362450000,23941500000,3,212602,0.90145616,0.54864,10.00000032,0.308905138,0.075485313,-0.328951042,12,1
TOH_P_07,2.76,2,3.69,55.2,40,73.8,204,196,211,4076,3920,4220,17510,2.2226,2.957533333,5.08884,2.4,850,39.37008,39.37008,TOH,P,1298.397972,36766.4757,5.848714559,2150.366217,108,100,12.00000038,12.00000038,2.00000006,2,312800000,23097333333,3,212602,0.90145616,0.73152,12.00000038,0.693056399,0.075485313,-0.417114071,10,1
TOH_P_08,1.12,0.654,1.76,22.4,13.08,35.2,51.8,48.1,55.6,1037,962,1112,16846,2.957533333,3.618973333,3.98644,2.4,960,45.93176,45.93176,TOH,P,1298.397972,36766.4757,6.271194963,2305.697372,108,100,14.00000045,14.00000045,2.00000007,2,143360000,6636800000,3,212602,1.103063072,0.73152,14.00000045,0.693056399,0.5577043,-0.717987053,8,1
TOH_P_09,5.85,4.64,7.26,117,92.8,145.2,504,491,518,10089,9820,10360,15523,2.957533333,3.76596,4.679377143,2.4,950,52.49344,52.49344,TOH,P,1298.397972,36766.4757,7.665832333,2818.456382,108,100,16.00000051,16.00000051,2.00000006,2,7.41E+08,6.39E+10,3,212602,1.147864608,0.73152,16.00000051,0.693056399,0.664864074,0.343236563,6,1
TOH_P_10,4.58,3.53,5.82,91.6,70.6,116.4,467,454,480,9336,9080,9600,15954,2.737053333,4.280413333,4.64788,2.4,750,59.05512,59.05512,TOH,P,1298.397972,36766.4757,7.454082143,2740.6033,108,100,18.00000058,18.00000058,2.00000007,2,4.58E+08,4.67E+10,3,212602,1.304669984,0.73152,18.00000058,0.693056399,1.039923286,-0.159283823,4,1
TOH_P_11,4.39,3.33,5.64,87.8,66.6,112.8,445,432,458,8901,8640,9160,15043,3.031026667,3.912946667,4.794866667,3,900,65.6168,52.49344,TOH,P,1298.397972,36766.4757,9.491883174,3489.830921,108,100,16.00000051,20.00000064,2.00000006,2,526800000,5.34E+10,3,212602,1.192666144,0.9144,16.00000051,1.07720766,0.772023849,-0.037116323,2,1
TOH_P_12,0.475,0.186,0.971,9.5,3.72,19.42,83.3,78.2,88.4,1665,1564,1768,14869,4.353906667,5.823773333,5.382813333,3,900,72.17848,45.93176,TOH,P,1298.397972,36766.4757,13.50863891,4966.650442,108,100,14.00000045,22.0000007,2.00000006,2,5.70E+07,9.99E+09,3,212602,1.775086112,0.9144,14.00000045,1.07720766,2.16510092,-0.871335677,0,1
TOH_P_13,6.41,5.07,7.99,128,101.4,159.8,877,856,897,17533,17120,17940,13793,2.296093333,3.325,4.280413333,3,940,78.74016,39.37008,TOH,P,1298.397972,36766.4757,8.522412643,3133.390773,108,100,12.00000038,24.00000077,2.00000007,2,802133333.3,1.10E+11,3,212602,1.01346,0.9144,12.00000038,1.07720766,0.34338475,0.451790436,2,1
TOH_P_14,3.11,2.22,4.21,62.1,44.4,84.2,568,553,583,11357,11060,11660,14412,3.692466667,4.20692,4.679377143,3,940,85.30184,32.8084,TOH,P,1298.397972,36766.4757,11.45196534,4210.484054,108,100,10.00000032,26.00000083,2.00000006,2,389160000,71170533333,3,212602,1.282269216,0.9144,10.00000032,1.07720766,0.986343399,-0.281522351,4,1
TOH_P_15,1.04,0.598,1.67,20.9,11.96,33.4,163,156,169,3251,3120,3380,16930,2.66356,3.419491429,4.941853333,3.6,940,91.86352,26.24672,TOH,P,1298.397972,36766.4757,10.21961761,3757.393225,108,100,8.000000256,28.0000009,2.00000007,2,130973333.3,20372933333,3,212602,1.042260988,1.09728,8.000000256,1.461358921,0.412273177,-0.739981939,6,1
TOH_P_16,4.45,3.37,5.74,89,67.4,114.8,586,571,602,11724,11420,12040,14569,2.159605714,3.573929032,3.10452,3,825,98.4252,19.68504,TOH,P,1298.397972,36766.4757,4.547643628,1672.008289,108,100,6.000000192,30.00000096,2.00000006,2,489500000,6.45E+10,3,212602,1.089333569,0.9144,6.000000192,1.07720766,0.524865014,-0.103349575,8,1
TOH_P_17,3.18,2.31,4.25,63.7,46.2,85,840,821,859,16802,16420,17180,15542,0.45876,0.67924,0.973213333,2.4,900,104.98688,13.12336,TOH,P,1298.397972,36766.4757,1.51596944,557.3685358,108,100,4.000000128,32.00000102,2.00000006,2,382200000,1.01E+11,3,212602,0.207032352,0.73152,4.000000128,0.693056399,-1.585491194,-0.293881156,10,1
